τριάριοι,triarii:0.455074092414
ἔκταμα,longinquitas:0.309114376422
ἀκουστής,auscultator:0.429751491996
παφλαγών,rusticitas:0.558664157703,rusticanus:0.507037249782
ῥωπήϊον,uirgeus:0.257828553642
ἑξμέδιμνος,congialis:0.282128385019
κατατρέχω,percurro:0.441712417191
φελλός,suber:0.680351838431,subereus:0.496637657989
συμπαιδεύω,insimul:0.420227770115
ἀνδρειφόντης,mactatus:0.505952579958
γειτονεύω,propugnatio:0.359556912663
θανατάω,moriturio:0.572970929278
τρύπανον,terebra:0.28658390367
ἀδηφάγος,olearius:0.240407129197
μάκρος,longitudo:0.726832783222,longinquitas:0.580381478645
παιδοκτόνος,mactatus:0.504283368994
ἐνηβητήριον,andabata:0.282797878672
̔ρωμαϊκός,uitus:0.567345802618,figulo:0.475270069088
ἐπισκυθίζω,exbibo:0.425412758705
αἰτναῖος,hippus:0.797506992473,acharne:0.737236650937
παραμυθία,adhortatio:0.317586475997
μακροχρόνιος,diutinus:0.63563494568,iampridem:0.540423420399
ἀποκαρτέρησις,esuries:0.447592805477
χειράγρα,chiragra:0.869219184828,chiragricus:0.818732543143
νηπυτία,unguiculus:0.280415490785
ἀείρω,sustollo:0.62483909668
ὀχάομαι,subsilio:0.669807276377,dissilio:0.517477730708
κατατρώγω,esco:0.720027093908,pappo:0.703806863854
καινοπήμων,siraeum:0.242576114632
παναρμόνιος,squamatim:0.251843412975
ἀπινύσσω,cubitura:0.35498128103
φλεγυρός,inaccensus:0.437957081669
παραπλάζω,deerro:0.364785744706
ταλαίφρων,perpessio:0.405813652842
νυκτίφοιτος,euphrone:0.520500614427
βιοτή,uictuarius:0.501826990465
γυρός,curuesco:0.477157980806
χορηγία,commeatus:0.174444869048
δήλωμα,inuulgo:0.344105342809
μάτην,frustra:0.269362904235
ἴωσις,urbanitas:0.189284700508
χρυσάορος,ensiculus:0.555322774897,ensifer:0.551127229778
κυβεῖον,aleatorius:0.708405369282
παραστρέφω,detorno:0.439983495456
θαλασσόω,tethalassomenon:0.521557322942,pelagicus:0.509698375716
κλαγγή,clangor:0.205628438507
ἀτέμβω,tribulo:0.187581736359
κασσιτερόω,cassiterum:0.489363210879
προσποιητής,simulator:0.311453624638
διαμέτρησις,demensio:0.357146435947
κατάγνωσις,condemnatio:0.520060489337
μεθερμηνεύω,interpretor:0.353374623968
εἰσότε,insimul:0.322967987945
ἀντάξιος,alga:0.367066265979
συγκελεύω,licitatio:0.318483533871
ἐρυθρίας,rubicundus:0.584318851969
ἐϋπλόκαμος,claustrarius:0.189230580256
ζῶσις,cinctus:0.258686286367
ἐπάκτιος,litorosus:0.449927177283
φωλεία,spelaeum:0.299533504556
στήνια,thesmophoria:0.322359314653
μελανείμων,pulleiaceus:0.547004027009,nocticolor:0.518025135107
ἐπαφίημι,eloco:0.220854288404
θρασυμέμνων,fortesco:0.429476279242
καπνοδόκη,infumo:0.629266286093,transfumo:0.600208816935
ἐπιστρέφεια,seueritas:0.28338532257
ἀγωγή,educatus:0.179433312443
εὐδρακής,perspicax:0.401308830722
κριμνώδης,farinarius:0.736857762211,antecenium:0.482410873993
φρενοδαλής,consipio:0.199850858851
λεοντίς,leontopodion:0.322617851614
ἀρχός,rector:0.223969602521
μεταπαιφάσσομαι,oxyschoenos:0.369784664233
ξενοδοχία,polluctura:0.304007553651
ἀδίαντος,insudo:0.350055448304
προεξελαύνω,prostylos:0.240055824005
διάσια,februum:0.311821253341
πάγκαρπος,myxum:0.530715406104
ἐξαρνητικός,renutus:0.494419036999
ἐκπορθμεύω,pelagicus:0.483790922712
γραῖα,anilis:0.362395728995
εὔκλεια,lupanar:0.413651724219
ἄκληρος,aconiti:0.335447389755
ἁλίζωνος,cinctutus:0.438646699789
ἱστών,delacrimo:0.316484944509
θηλέω,exubero:0.427397742353
γεννητικός,genitabilis:0.460972354044
κατωκάρα,cephalicus:0.530201124826
φιλοσώματος,amorabundus:0.246951432785
παραπράσσω,uls:0.216668593876
ἀντιπροπίνω,interbibo:0.43491642157
πυγούσιος,longitudo:0.411086992574
ἐξύπερθε,desursum:0.809161812522,superinstrepo:0.676349400616
βιβλίον,tabula:0.227856907572
ἔνοχος,obnoxius:0.346330371015
περιτυγχάνω,obuenio:0.336030399314
ἰσοτέλεστος,uentio:0.282634297811
ἐνριγόω,circumgelo:0.426674017424
ἄκρεα,pusa:0.807942478566,puellula:0.749501052976
ἰσχυροποιός,solidatio:0.41398649654
εὔνημα,matrimonialis:0.482224470322
θηλυκρατής,nutatio:0.251529277388
συμφορεύς,castrensis:0.210450075045
βωστρέω,introuoco:0.587468301417,deuoco:0.536006892462
φαρμακευτικός,medicamentarius:0.412740186699
συγκρουστέον,gleucinus:0.249291292472
πλέω,mare:0.413817199526
μελάνω,pulleiaceus:0.543016192866,nocticolor:0.514037300964
ἀχρήματος,nummulus:0.512788787222
κακόστρωτος,diuexus:0.45290350365
ὠμοβόειος,succrudus:0.5997929519,terginum:0.527088914819
ἐπωτίδες,aelurus:0.283592406285
περικωμάζω,perbacchor:0.431087812093
ἀντιδιαβαίνω,transuado:0.582939113614
δεξίστρατος,redhibitio:0.221668387435
διαξαίνω,duodesexaginta:0.334504665199
δημογέρων,chamaeacte:0.231507647819
ἀκρατής,impotens:0.220449732184
συλλέγω,colligo:0.360908855353
ἀκόνη,passernix:0.719313027093,cos:0.607771677409
ποτανός,altiuolus:0.680614536803,altiuolans:0.67532280596
παναληθής,sorbus:0.272229268844
σφαγεῖον,agonia:0.484308845724
ὀξυδορκέω,cernentia:0.318886982636
διθυραμβοδιδάσκαλος,dithyrambicus:0.465144444589
μαζουσία,mammicula:0.625117232569,pectoralis:0.566480731767
προτερηγενής,amnigena:0.27425900108
ἀγησίλαος,popularis:0.434902312114
ἐσθλός,perbonus:0.28939809924
νήδυμος,uinnulus:0.840434362079,praedulcis:0.513568864252
χώρα,locus:0.501344565776
καταθεάομαι,desursum:0.451613894181
ἀγνωσία,ignoratio:0.44065184824
ἰσάνεμος,ornithias:0.292527925463
μεσημέριος,meridialis:0.85098969685,meridiatio:0.483157632704
ἐξοχετεύω,supertraho:0.471362047911
δημώδης,popularitas:0.352924346602
ἐπαναγκάζω,coacto:0.595381965156
εὐφορία,honestamentum:0.206274983547
ἱκεσία,oratum:0.414889970936
κάματος,sudor:0.237701094844
ὁμογνωμονέω,concordo:0.292131382209
ῥᾳδιουργός,falsarius:0.367198600873
σκυτόω,scorteus:0.225834885106
ἱππηλάτης,quadrigarius:0.327486287684
ἐπιστρατεύω,bellor:0.350306075703
ἄποπτος,aspectabilis:0.40203982977
βαφεύς,uiolarius:0.388779899408
ναυτίλλομαι,uelifico:0.527519442587,enauigo:0.494399823378
ὑπόπτης,zelotypus:0.489423589489
φονάω,sanguino:0.31699128343
ἄκυλος,balanitis:0.610897695878
χλευάζω,reludo:0.233772760021
φθονερός,zelotypus:0.663607561643,strabo:0.508946281628
σκυταλίς,ossiculum:0.268452275692
ἐπάντης,cliuosus:0.316583781821
γαυριάω,typhus:0.273957451341
σύγκριμα,coagmentatio:0.266837945605
ἀπόθερμος,praebibo:0.487448692357,interbibo:0.48320035196
συμπλήγδην,circumplaudo:0.537110769624
ἥλιος,sol:0.385729980305
πεινάω,esuries:0.410136981596
συντρέχω,concurro:0.319859897385
ὀμάζω,infremo:0.230577397555
ἀέρδην,eleuatio:0.401281514404
δυσκαταμάθητος,sardo:0.576888379409
προκατεργάζομαι,praeformo:0.401834382695
ῥάπισμα,prosectus:0.259399249055
ὕειος,orthagoriscus:0.596638552756,porcellus:0.470383992677
σπόριμος,sementiuus:0.6188444042,disseminatio:0.541976238669
ἐντυπή,proplasma:0.374240693491
ὀμβρία,pluuiatilis:0.83124049116,impluo:0.791010441934
ἐπίτεξ,enixus:0.503207802533
ἀντενδίδωμι,offlecto:0.355296584551
καλλίβωλος,perdiues:0.450970638481
ἀποκλαίω,illacrimo:0.338959536291
ἀνησιδώρα,amandatio:0.535499901038
νεώνητος,empticius:0.440447752583
δάκος,admordeo:0.478496154
διαπορεία,comissabundus:0.253899002946
μήκων,mecon:0.46392506977
ἄσκοπος,inuisitatus:0.29406468325
εὔπεπτος,concoctio:0.685997672709
ἐπιτριηράρχημα,uls:0.30312101908
κατάψυξις,algidus:0.606635228744,frigiditas:0.567341013479
πρόσπταισμα,paronychia:0.485245798218
ἐνευδοκιμέω,gloriola:0.438134607364
κερδώ,mustelinus:0.389243600158
παλιντυπής,holosphyratus:0.516334946247
ἀριστοπάτρα,lineola:0.468507915063
ἀντικελεύω,detorno:0.414421243241
ὑψηχής,multisonus:0.320226503328
περιοικίς,oppidulum:0.411277958876
μίλτος,russus:0.719399443925,rubrica:0.70494092108
κράνος,arietinus:0.238292034153
ἀπενιαύτησις,mufrius:0.420811732647
ἐξοστρακισμός,exsulatus:0.261584475638
μαστιχάω,infrendeo:0.684271037738
ἔπαλπνος,hilarulus:0.385730302591
ὀπώρα,aestiuus:0.498065688449
φιλόμουσος,proslambanomenos:0.390049514343
στενόστομος,angusticlauius:0.240903250371
δίζυξ,conduplico:0.471901140743
ἀπόκληρος,exheres:0.580123475921
ἐντελευτάω,ruratio:0.278206248082
προσεπιδίδωμι,desursum:0.50036605807,supernatus:0.495555698547
παράτονος,propendulus:0.283058807959
προμαχεών,loricula:0.328850650558
μέτωπον,linea:0.214450435765
στέργηθρον,dilectio:0.592996923804,redamo:0.578945671947
γεωδαισία,fissio:0.342116798548
ἀγχίθεος,semideus:0.24814169112
κώμυς,laurinus:0.391576294442
αἱμασιώδης,harundinaceus:0.4427711166
μοναχός,caelebs:0.271167166763
ἀττέλαβος,attacus:0.805002593956,bruchus:0.643558034363
μοναχόω,simplico:0.638075400858,monotropus:0.573831630818
φολκός,scambus:0.619714242715
ἔξορθος,rigoratus:0.589951746774
περιστείχω,circumcirco:0.710678394418,circumcurro:0.523700668456
πυλαία,consistorium:0.217857299574
ἀμυστίζω,sorbitium:0.667645183233,sorbitiuncula:0.507620317079
εὐψυχία,generositas:0.299458434743
ἀστυγειτονέομαι,cohabito:0.371590120468
ἀποτέλεσις,fabricatus:0.186781062972
θρύπτω,refringo:0.224315193259
οἰοχίτων,tunicula:0.298839954293
συντεκμαίρομαι,abstantia:0.192557181407
καταφρονητικός,spernax:0.26393118654
ἀρτίχειρ,manciola:0.450428491367
ὦ,ei:0.609946331689
ὑποτοπέω,suspicor:0.362598414373
παράλιος,salum:0.501285076489
ἡμερολεγδόν,ephemeris:0.505830848774
δίγονος,gemellipara:0.493967432881
εἰμί,sum:0.526252810836
εἴρη,conuenticulum:0.407096056605
δέρκομαι,inuiso:0.354891123308
τριμμάτιον,pulueratio:0.287447579038
ἀνασμύχω,cremo:0.385932998988
ἀλεωρή,praetego:0.459899376797
μεγαλόδενδρος,carbunculatio:0.467732905877
οἰόζωνος,solitarius:0.214829761591
ἀποφορέω,progesto:0.577524494957,superueho:0.57244559265
ὀργανοποιία,conamentum:0.320139709914
ὁμοδοξία,unanimitas:0.520197644346
οἴαξ,gubernum:0.591439212755,gubernaculum:0.566156827158
ἀτμίς,nidoro:0.32587098952
γυαλοθώραξ,praecompositus:0.170257573799
φιλοχωρέω,ruratio:0.33363255589
ἐκτεκνόω,progenero:0.365315733002
ἄταφος,insepultus:0.546655651411,inhumatus:0.531394242751
κηρόπλαστος,cerosus:0.515232483431
ἀποτροπάδην,irretortus:0.583727308284,repandus:0.542824391709
παραδειγματικός,proplasma:0.264489519187
ζεγέριες,muscerda:0.673157759732,myosota:0.521515933395
σκυτοτομεῖον,sutrinus:0.499729774149
θεσπιῳδός,cantabundus:0.368177758201
πυριφλεγέθων,lampadias:0.324172055725
χειμερινός,hiemalis:0.698182687464,chimerinus:0.659700193443
δορυφόρημα,concustodio:0.19870073282
χαμαικοιτέω,confutuo:0.518093762386
ἀλλοφυής,idos:0.520275540158,transformis:0.502287096028
ἄμικτος,immixtus:0.32313997606
λιθάζω,calculensis:0.522368699925,lapidarius:0.520653910817
στάζω,stillo:0.697042166167,guttatim:0.544558147393
δυσηλεγής,luctifer:0.322348786051
εἴρω,narro:0.185638722718
ἁλίρρυτος,pelagicus:0.464368711764
ἀθλιότης,perpessio:0.216791637398
κιναιδολογέω,subobscenus:0.373985282432
καταμαλακίζω,mollesco:0.437268576548
ἀπόστροφος,irretortus:0.444372167656
πλεονεξία,quaestus:0.25119592693
κατοικίδιος,domesticatim:0.324676026023
ὀρχήστρα,orchestra:0.242769347548
εἰσαίρω,superueho:0.568733020945,subueho:0.567817513451
ἀνάλκεια,inopiosus:0.303674211859
ἀπολαμβάνω,accepto:0.351891049875
συγγραφή,scriptura:0.262992091879
ἑκατόμβη,hecatombe:0.453064893059
ἔφηλις,ephelis:0.336582610653
ἀρταμέω,discido:0.846217214703,distrunco:0.84358166065
ἀμελετησία,impolitia:0.451067549051
δημότης,popularis:0.347719099031
συγκατακλείω,circumcludo:0.435554047034
ὑποτρέφω,focillo:0.389762341846
ἀντισοφιστής,excaecator:0.322013593621
συρτός,ubis:0.37203122675
συγχώννυμι,adobruo:0.621010598646
λάσανα,euphrone:0.501906246383
ἀνωφερής,anatonus:0.448580402798
χειριδωτός,macrochera:0.487140332069
